chromosome	start	end	gene	log2	baf	cn	cn1	cn2	depth	probes	weight	sem	ci_lo	ci_hi	pi_lo	pi_hi
chr4	27026741	37432147	LINC02261,MIR4275,LINC02364,LINC02472,-,PCDH7,LINC02497,LINC02501,LINC02506,LINC02353,LOC101928622,LINC02484,ARAP2,LOC439933,DTHD1,DTHD1,MIR1255B1,LINC02505,LINC02616,MIR4801,NWD2	-0.0349621	0.408163	2	1	1	34.5148	12266	11216.5	0.00217649	-0.0381721	-0.0307496	-0.574151	0.385515
chr4	37432147	39369511	NWD2,C4orf19,RELL1,PGM2,TBC1D1,TBC1D1,LINC02513,LINC01258,LINC02278,KLF3-AS1,KLF3-AS1,KLF3,KLF3,TLR10,TLR1,TLR6,FAM114A1,TMEM156,TMEM156,KLHL5,KLHL5,WDR19,RFC1,RFC1	0.125611	0.414634	2	1	1	38.0294	2624	2270.34	0.00595758	0.113687	0.135151	-0.432656	0.798526
chr4	39369511	39442127	KLB	-0.0296155	0.440927	2	1	1	37.5341	99	77.7841	0.0237497	-0.0792821	0.0156859	-0.504962	0.413509
chr4	39442127	40213406	KLB,RPL9,LIAS,LOC401127,UGDH,UGDH-AS1,SMIM14,UBE2K,UBE2K,PDS5A,LOC344967,N4BP2,RHOH	0.0797872	0.424242	2	1	1	40.7856	1035	797.072	0.00887417	0.066958	0.0969497	-0.47679	0.649997
chr4	40213406	40307877	RHOH,LINC02265	0.00685188	0.4	2	1	1	34.8814	132	112.23	0.0219818	-0.0350026	0.046804	-0.435788	0.501943
chr4	40307877	41221569	LINC02265,CHRNA9,RBM47,NSUN7,APBB2,APBB2,UCHL1-AS1	0.183007	0.423077	2	1	1	41.5461	1240	1006.86	0.00824573	0.164935	0.197039	-0.357661	0.746124
chr4	41221569	41280789	UCHL1-AS1,UCHL1	-0.054575	0.6	2	1	1	34.1862	76	63.3993	0.0306889	-0.104964	0.00918799	-0.545582	0.385012
chr4	41280789	41662904	LIMCH1	0.13436	0.405405	2	1	1	37.9013	524	466.485	0.011299	0.115254	0.157411	-0.351285	0.664248
chr4	41662904	44671176	LIMCH1,PHOX2B,LINC00682,TMEM33,DCAF4L1,SLC30A9,BEND4,LOC105374428,SHISA3,ATP8A1,ATP8A1,GRXCR1,LINC02383,LINC02475,KCTD8,YIPF7	-0.0623833	0.405405	2	1	1	32.9744	3790	3408.2	0.00414669	-0.0684044	-0.0555994	-0.619275	0.383267
chr4	44671176	44727577	GUF1,GNPDA2	0.168088	0.442308	2	1	1	41.2136	71	66.1966	0.0266746	0.121197	0.215093	-0.129531	0.682281
chr4	44727577	47432695	GABRG1,GABRA2,COX7B2,GABRA4,GABRB1	-0.0495425	0.407407	2	1	1	34.2618	3225	2935.08	0.00428853	-0.0551306	-0.041893	-0.604161	0.371125
chr4	47432695	47584977	COMMD8,COMMD8,ATP10D,ATP10D	0.250818	0.432432	3	2	1	45.2507	205	180.16	0.0199387	0.224861	0.283089	-0.194925	0.919148
chr4	47584977	47800710	ATP10D,CORIN	-0.036679	0.405405	2	1	1	33.2772	290	262.902	0.0135448	-0.060806	-0.0158471	-0.498886	0.374008
chr4	47800710	48433807	CORIN,LOC101927179,NFXL1,LOC101927157,CNGA1,CNGA1,NIPAL1,TXK,TXK,TEC,SLAIN2	0.0964502	0.411879	2	1	1	38.918	818	711.547	0.00937972	0.077432	0.115774	-0.416263	0.636646
chr4	48433807	48491618	SLC10A4,ZAR1	-0.106862	0.2	2	2	0	31.7441	72	62.9591	0.0402629	-0.166927	-0.0279862	-0.608452	0.568098
chr4	48491618	48862453	ZAR1,FRYL,OCIAD1	0.111174	0.318182	2	1	1	40.2206	466	399.315	0.0112728	0.0941955	0.129667	-0.468478	0.548963
chr4	48862453	49200152	OCIAD2,CWH43	-0.0821878	0.183014	2	2	0	33.4142	326	277.726	0.0169499	-0.111065	-0.0524676	-0.819358	0.394175
chr4	49200152	49278408	-	0.203668	0.295775	3	2	1	47.153	83	55.8203	0.026523	0.15628	0.248949	-0.15345	0.72306
chr4	49279113	51832727	-	-1.3606	0.160714	0	0	0	16.6057	2158	1527.41	0.01469	-1.39063	-1.33094	-2.69203	0.13058
chr4	51832727	51906050	DCUN1D4	0.132143	0.4	2	1	1	37.0953	102	92.3267	0.0262672	0.085835	0.181972	-0.305957	0.744133
chr4	51906050	52563138	DCUN1D4,LRRC66,SGCB,LINC02480,SPATA18	-0.118405	0.384615	2	1	1	31.0759	820	698.004	0.0106173	-0.136235	-0.0984079	-0.765222	0.444943
chr4	52563138	53030572	USP46,USP46-DT,DANCR,ERVMER34-1,LINC01618,RASL11B,SCFD2	0.131827	0.404255	2	1	1	36.9781	621	552.713	0.0113493	0.112282	0.149688	-0.506351	0.645587
chr4	53030572	53359821	SCFD2	-0.0100755	0.394338	2	1	1	35.6652	386	340.696	0.0137185	-0.0324281	0.0174044	-0.590126	0.480674
chr4	53359821	53685545	SCFD2,FIP1L1,LNX1,LNX1,LNX1-AS2	0.22328	0.428571	3	2	1	40.5844	422	378.135	0.0126316	0.197406	0.242463	-0.372289	0.666339
chr4	53685545	54028189	LOC100506444,RPL21P44,CHIC2	-0.0232488	0.4	2	1	1	32.52	439	384.637	0.0130044	-0.0460971	0.00067843	-0.65287	0.422487
chr4	54028189	54109973	CHIC2,GSX2	0.169814	0.416667	2	1	1	39.7272	104	91.4234	0.0276446	0.129561	0.222346	-0.298013	0.80834
chr4	54109973	54402560	PDGFRA,LINC02283	-0.0469207	0.391304	2	1	1	32.8072	405	350.079	0.0133575	-0.0710853	-0.021176	-0.55123	0.534375
chr4	54402560	54413135	-	0.528051	0.425195	3	2	1	54.9423	14	11.8724	0.0667675	0.408604	0.66603	0.262816	1.08208
chr4	54413135	54997605	LINC02260,KIT	0.000278375	0.40625	2	1	1	32.6786	784	697.749	0.0100059	-0.0174529	0.0221171	-0.567356	0.530203
chr4	54997605	55450234	KDR,SRD5A3,SRD5A3-AS1,TMEM165,CLOCK	0.132473	0.409091	2	1	1	37.6241	596	517.187	0.0112478	0.115171	0.149644	-0.439287	0.638516
chr4	55450234	55834475	CLOCK,PDCL2,NMU,EXOC1L	-0.0158996	0.418605	2	1	1	35.8863	501	440.125	0.0109718	-0.0337538	0.00591358	-0.493333	0.434623
chr4	55834475	56020603	EXOC1L,EXOC1,CEP135	0.160242	0.425729	2	1	1	41.2255	239	213.691	0.0171431	0.126781	0.202847	-0.249073	0.6134
chr4	56020603	56379463	CEP135,CRACD,AASDH	-0.0428196	0.406829	2	1	1	33.7575	473	414.475	0.0113176	-0.0621041	-0.0248245	-0.524379	0.423903
chr4	56379463	56474642	AASDH,PPAT,PAICS,SRP72	0.323963	0.575758	3	2	1	47.6301	130	107.847	0.0215971	0.290323	0.368486	-0.0784693	0.942111
chr4	56474642	56659359	SRP72,ARL9,THEGL,HOPX	0.00576436	0.40625	2	1	1	35.6259	255	220.748	0.0161624	-0.0222344	0.0377283	-0.503198	0.484188
chr4	56659359	56823631	HOPX,SPINK2	0.299587	0.582364	3	2	1	45.7822	221	181.535	0.0223401	0.258095	0.335322	-0.40534	0.962276
chr4	56823631	56902595	-	-0.160886	0.4	2	1	1	33.9893	106	75.7988	0.0251468	-0.213521	-0.114353	-0.743481	0.237907
chr4	56902595	57120449	REST,NOA1,POLR2B,IGFBP7,IGFBP7-AS1	0.146665	0.411765	2	1	1	39.0132	300	255.718	0.01638	0.114288	0.17657	-0.445779	0.693142
chr4	57120449	67506154	IGFBP7-AS1,LINC02380,-,LINC02494,LINC02429,MIR548AG1,LINC02271,ADGRL3,ADGRL3-AS1,TECRL,LINC02232,LINC02232,LINC02232,EPHA5,EPHA5-AS1,MIR1269A,LOC101927237,CENPC	-0.0340193	0.409091	2	1	1	35.1207	11593	10429.5	0.00243172	-0.0387162	-0.0292876	-0.652158	0.395632
chr4	67506154	68195643	CENPC,STAP1,UBA6,UBA6-AS1,GNRHR,TMPRSS11D,TMPRSS11A,TMPRSS11GP,TMPRSS11F,FTLP10	0.0585999	0.419355	2	1	1	38.8313	855	755.446	0.00849367	0.044429	0.0704587	-0.46981	0.558159
chr4	68197758	68206218	FTLP10	-1.12492	0	0	0	0	19.3466	10	7.13707	0.0868279	-1.26239	-0.949011	-1.38972	-0.660279
chr4	68206218	68508663	FTLP10,TMPRSS11BNL,TMPRSS11B,YTHDC1,YTHDC1,TMPRSS11E	0.0865511	0.422049	2	1	1	39.875	388	344.461	0.0131044	0.0655968	0.110088	-0.432199	0.610444
chr4	68508663	69366647	UGT2B17,UGT2B15,UGT2B10,UGT2A3,UGT2B7,LOC105377267,UGT2B28	-0.136952	0.4	2	1	1	32.2551	945	797.573	0.0117124	-0.157076	-0.11673	-1.03281	0.342644
chr4	69366647	72422113	UGT2B4,UGT2A1,SULT1B1,SULT1E1,CSN1S1,CSN2,STATH,HTN3,HTN1,CSN1S2AP,CSN1S2BP,PRR27,ODAM,FDCSP,CSN3,CABS1,SMR3A,SMR3B,OPRPN,MUC7,AMTN,AMBN,AMBN,ENAM,JCHAIN,UTP3,RUFY3,GRSF1,MOB1B,DCK,DCK,SLC4A4,GC,NPFFR2,ADAMTS3	0.038794	0.414214	2	1	1	37.4692	3724	3304.54	0.00413263	0.0317329	0.045617	-0.505191	0.4943
chr4	72422113	73050267	ADAMTS3	-0.00322151	0.40678	2	1	1	35.5558	771	677.068	0.00962706	-0.0223484	0.0135988	-0.710181	0.412399
chr4	73050267	73282917	COX18,ANKRD17	0.251394	0.431595	3	2	1	45.965	293	253.284	0.0137566	0.222347	0.273045	-0.154761	0.718198
chr4	73282917	73562802	ALB,AFP,AFM,LINC02499	-0.0108375	0.404762	2	1	1	35.6287	354	314.22	0.0125484	-0.0373267	0.00907731	-0.578393	0.380145
chr4	73562802	74704900	RASSF6,CXCL8,CXCL6,PF4V1,CXCL1,PF4,PPBP,CXCL5,CXCL3,PPBPP2,CXCL2,MTHFD2L,MTHFD2L,EPGN,EREG,AREG	0.123903	0.413418	2	1	1	38.8564	1459	1325.97	0.00641129	0.112376	0.132633	-0.387222	0.579788
chr4	74704900	75484629	BTC,PARM1,LINC02562,LINC02483,RCHY1	-0.00517926	0.391731	2	1	1	33.8364	974	838.462	0.00924647	-0.0187029	0.010376	-0.702333	0.457382
chr4	75484629	77205532	RCHY1,THAP6,ODAPH,CDKL2,G3BP2,USO1,PPEF2,NAAA,SDAD1,SDAD1-AS1,CXCL9,ART3,NUP54,SCARB2,SCARB2,FAM47E,FAM47E,FAM47E-STBD1,CCDC158,SHROOM3,SHROOM3,SHROOM3,SOWAHB,SEPTIN11,SEPTIN11,CCNI,CCNG2	0.218626	0.422222	3	2	1	41.4383	2337	2028.7	0.00578791	0.207395	0.230297	-0.335813	0.775753
chr4	77205532	77577771	CXCL13	-0.0899489	0.384615	2	1	1	28.0592	486	395.744	0.0121014	-0.111224	-0.0670802	-0.680536	0.337741
chr4	77577771	80162298	CXCL13,CNOT6L,CNOT6L,MRPL1,FRAS1,FRAS1,ANXA3,LINC01094,BMP2K,PAQR3,LINC01088,LINC01088,NAA11,GK2,LINC00989,PCAT4,ANTXR2,ANTXR2	0.123933	0.416667	2	1	1	39.179	3267	2932.22	0.00453375	0.117375	0.133879	-0.403263	0.610821
chr4	80163003	81398161	PRDM8,FGF5,CFAP299,BMP3,PRKG2	0.00399059	0.413793	2	1	1	35.5319	1517	1371.46	0.00643236	-0.00852697	0.0161607	-0.561393	0.446835
chr4	81398161	81848656	RASGEF1B	0.123779	0.413793	2	1	1	36.3757	608	544.184	0.0107863	0.103111	0.142416	-0.386406	0.634234
chr4	81848656	82345680	-	-0.0482113	0.393398	2	1	1	32.8372	641	556.359	0.0104878	-0.0639861	-0.0279124	-0.696443	0.407569
chr4	82345680	83133164	HNRNPD,HNRNPDL,ENOPH1,TMEM150C,LINC00575,SCD5,SEC31A,SEC31A,THAP9,THAP9,LIN54,COPS4,PLAC8	0.109906	0.413793	2	1	1	38.6444	1076	907.793	0.00868046	0.0976988	0.125587	-0.423076	0.702693
chr4	83133164	83200139	-	-0.10635	0.411765	2	1	1	31.8364	85	73.7092	0.0313456	-0.172677	-0.0567674	-0.843172	0.324714
chr4	83200139	83906548	COQ2,HPSE,HELQ,MRPS18C,ABRAXAS1,GPAT3	0.106083	0.416667	2	1	1	38.0231	953	842.36	0.00854283	0.0913599	0.121016	-0.384456	0.613153
chr4	83906548	84457152	LOC101928978	-0.0229498	0.405253	2	1	1	33.152	707	643.085	0.00864892	-0.0366463	-0.00707602	-0.500901	0.418217
chr4	84457152	84980967	NKX6-1,CDS1,WDFY3,WDFY3,WDFY3-AS2	0.200032	0.424242	3	2	1	42.8561	678	591.882	0.0094286	0.18175	0.217792	-0.31545	0.688096
chr4	84983787	85403261	WDFY3-AS2	-0.0301402	0.405405	2	1	1	35.116	545	483.449	0.0110977	-0.0462575	-0.0116421	-0.672945	0.384881
chr4	85403261	87247539	ARHGAP24,ARHGAP24,MAPK10,MAPK10,MIR4452,PTPN13,SLC10A6,C4orf36,C4orf36,AFF1-AS1,AFF1,AFF1,KLHL8	0.133463	0.416667	2	1	1	39.8097	2339	2061.04	0.00631783	0.123292	0.144108	-0.506735	0.764186
chr4	87247539	87298299	-	-0.0585269	0.608696	2	1	1	33.1419	71	63.1781	0.0318052	-0.126119	0.00190312	-0.618169	0.355331
chr4	87298299	87547163	MIR5705,HSD17B13,HSD17B11,NUDT9,SPARCL1	0.190503	0.424242	2	1	1	40.8638	342	287.314	0.0164348	0.162563	0.218907	-0.498986	0.710579
chr4	87547163	87801668	DSPP,DMP1,IBSP	-0.059206	0.391304	2	1	1	33.4975	313	277.627	0.0148895	-0.0781771	-0.0317155	-0.595209	0.384048
chr4	87801668	87888383	IBSP,MEPE	0.125294	0.428571	2	1	1	38.2434	118	104.203	0.0192638	0.0862444	0.158737	-0.36031	0.46735
chr4	87888383	87967343	-	-0.0594654	0.322581	2	1	1	33.2633	110	98.9344	0.0262574	-0.106937	-0.0229831	-0.640224	0.359322
chr4	87967343	89922305	SPP1,PKD2,PKD2,ABCG2,PPM1K,PPM1K-DT,HERC6,HERC5,PIGY,HERC3,HERC3,FAM13A-AS1,FAM13A-AS1,FAM13A,FAM13A,TIGD2,GPRIN3,SNCA,SNCA-AS1,MMRN1	0.141353	0.414634	2	1	1	40.0427	2573	2250.06	0.00543632	0.132015	0.14915	-0.389985	0.693016
chr4	89922305	94200240	MMRN1,CCSER1,LNCPRESS2,GRID2,ATOH1,LOC101929210	-0.018516	0.411765	2	1	1	35.9068	4924	4469.38	0.00345475	-0.0240186	-0.012652	-0.583694	0.390367
chr4	94200240	99666803	LOC101929210,SMARCAD1,HPGDS,-,PDLIM5,PDLIM5,BMPR1B-DT,BMPR1B,UNC5C,UNC5C,PDHA2,LINC02267,STPG2-AS1,STPG2,RAP1GDS1,TSPAN5,LOC105377342,EIF4E,EIF4E,METAP1,ADH5,LOC100507053,ADH1B,ADH1C,ADH7,C4orf17,TRMT10A,MTTP,C4orf54	0.0530484	0.416667	2	1	1	37.2792	6707	6013.28	0.00324402	0.0459381	0.058066	-0.477693	0.572358
chr4	99666803	99807098	-	-0.00794478	0.387097	2	1	1	34.3504	180	156.088	0.019289	-0.0420231	0.0310477	-0.564191	0.439362
chr4	99807098	102350029	DAPP1,LAMTOR3,DNAJB14,H2AZ1,H2AZ1-DT,H2AZ1-DT,DDIT4L,LOC101929353,EMCN,LINC01216,PPP3CA,PPP3CA,FLJ20021,BANK1,SLC39A8,SLC39A8	0.0493709	0.414634	2	1	1	37.315	3194	2883.13	0.00457062	0.0410268	0.0572141	-0.489614	0.52943
chr4	102350029	102415594	-	0.0142793	0.406085	2	1	1	37.8376	78	65.7129	0.0280849	-0.0342598	0.0666174	-0.578406	0.359985
chr4	102415594	102901339	LOC105377621,NFKB1,MANBA,LOC102723704,UBE2D3,CISD2,SLC9B1	0.230527	0.414634	3	2	1	42.8773	647	571.06	0.0101217	0.212472	0.246636	-0.293022	0.724586
chr4	102901339	103002858	SLC9B1	0.0147692	0.379655	2	1	1	39.2973	113	94.2333	0.0242917	-0.0254441	0.056285	-0.558733	0.437209
chr4	103002858	103212243	SLC9B1,SLC9B2,BDH2,CENPE	0.243713	0.433962	3	2	1	43.6508	267	238.477	0.0144171	0.211632	0.27441	-0.282786	0.7334
chr4	103212243	103392018	-	-0.0129059	0.4	2	1	1	36.3385	220	192.468	0.0169647	-0.0404046	0.0161282	-0.562779	0.379015
chr4	103392018	106059734	LINC02428,TACR3,CXXC4,CXXC4-AS1,-,TET2,TET2,TET2-AS1,PPA2,ARHGEF38,INTS12,GSTCD,NPNT,LOC101929577,TBCK	0.0741033	0.413793	2	1	1	38.7183	3180	2839.06	0.00453587	0.0672526	0.0816094	-0.527271	0.526127
chr4	106059734	106149974	TBCK	-0.0711464	0.428571	2	1	1	34.8552	109	92.1524	0.0253007	-0.118472	-0.0353017	-0.628718	0.353943
chr4	106149974	106374869	TBCK,AIMP1,GIMD1	0.153725	0.428571	2	1	1	43.1912	258	232.363	0.0141531	0.13029	0.175623	-0.306728	0.641621
chr4	106374869	107633292	LINC02173,DKK2,PAPSS1	-0.00120361	0.409091	2	1	1	35.3079	1520	1375.77	0.0062846	-0.0158836	0.0115385	-0.547749	0.406354
chr4	107633292	108197292	PAPSS1,SGMS2,CYP2U1-AS1,CYP2U1-AS1,CYP2U1,HADH,LEF1,LEF1-AS1	0.166295	0.428571	2	1	1	38.4904	765	683.284	0.00960303	0.149834	0.1825	-0.346578	0.668147
chr4	108197292	108605486	RPL34-DT	-0.0234353	0.391304	2	1	1	32.3828	555	486.142	0.0105915	-0.0398565	0.000671274	-0.55343	0.411737
chr4	108605486	108669641	RPL34-DT,RPL34,OSTC	0.269173	0.435417	3	2	1	45.0162	89	75.9037	0.0277284	0.217862	0.314665	-0.0941549	0.836608
chr4	108669641	108829676	ETNPPL,COL25A1	-0.0909066	0.389831	2	1	1	32.268	216	187.469	0.0187848	-0.126062	-0.0538012	-0.695006	0.333004
chr4	108829676	109194160	COL25A1	0.115067	0.418605	2	1	1	37.5855	458	420.198	0.0107068	0.10119	0.13659	-0.32433	0.507309
chr4	109194160	109361245	COL25A1,COL25A1-DT	-0.0503414	0.408249	2	1	1	33.2727	216	194.806	0.0170154	-0.0830494	-0.0138981	-0.537515	0.39235
chr4	109361245	110217114	SEC24B-AS1,SEC24B,MCUB,CASP6,PLA2G12A,CFI,CFI,GAR1,RRH,LRIT3,EGF,ELOVL6,ELOVL6	0.100998	0.414634	2	1	1	38.3868	1130	977.74	0.00767088	0.0879179	0.113267	-0.430837	0.601019
chr4	110217114	110333439	-	-0.130786	0.380952	2	1	1	32.1249	157	133.406	0.0231429	-0.175219	-0.0960863	-0.726591	0.401455
chr4	110333439	113842219	ENPEP,PANCR,PANCR,PITX2,PITX2,MIR297,FAM241A,AP1AR,TIFA,ALPK1,ALPK1,NEUROG2,NEUROG2-AS1,ZGRF1,LARP7,ANK2,CAMK2D	0.0610308	0.410714	2	1	1	36.9664	4380	3930.05	0.0039357	0.0541735	0.068128	-0.480303	0.544056
chr4	113842219	113954314	ARSJ	-0.015812	0.408249	2	1	1	34.4031	138	124.853	0.0210139	-0.0517896	0.0165529	-0.462704	0.450447
chr4	113954314	113983924	ARSJ	0.294192	0.571948	3	2	1	42.2393	38	36.0889	0.0340504	0.227653	0.361653	-0.0693372	0.611059
chr4	113983924	118682038	UGT8,NDST4,MIR1973,TRAM1L1,LINC02262,LINC02263,LINC01378,LINC02264,NDST3,SNHG8,PRSS12,CEP170P1,LOC729218,METTL14-DT	-0.00172907	0.411765	2	1	1	36.3772	5335	4827.43	0.00340287	-0.00668032	0.0033329	-0.553319	0.421525
chr4	118682038	119414532	METTL14-DT,METTL14,SEC24D,SYNPO2,SYNPO2,SYNPO2,MYOZ2,LOC101929762,USP53,C4orf3,FABP2,LINC01061	0.226881	0.409091	3	2	1	42.3955	943	842.238	0.00917178	0.208325	0.242672	-0.423151	0.723254
chr4	119414532	119448372	-	-0.250576	0.348089	1	1	0	28.4061	47	40.9571	0.0570541	-0.362818	-0.131264	-1.17055	0.37315
chr4	119448372	125493739	GTF2IP12,SEPTIN7P14,PDE5A,LOC107986192,LINC01365,LINC02502,MAD2L1,PRDM5,NDNF,TNIP3,QRFPR,ANXA5,SMIM43,PP12613,EXOSC9,CCNA2,BBS7,TRPC3,TRPC3,KIAA1109,ADAD1,IL2,IL21,IL21-AS1,IL21-AS1,CETN4P,BBS12,FGF2,NUDT6,SPATA5,SPATA5,SPRY1,LINC01091,LINC02516,ANKRD50,ANKRD50,FAT4	0.0936391	0.416667	2	1	1	38.4086	7536	6790.48	0.00298326	0.0877442	0.1002	-0.445321	0.58414
chr4	125493739	127596047	-	-0.013575	0.409674	2	1	1	35.51	2474	2241.38	0.00489696	-0.0203482	-0.00581691	-0.541769	0.429563
chr4	127596047	129099810	INTU,SLC25A31,HSPA4L,PLK4,PLK4,MFSD8,ABHD18,LARP1B,LARP1B,PGRMC2,PGRMC2,LINC02615,-,JADE1,JADE1,SCLT1,SCLT1,C4orf33	0.185611	0.422222	2	1	1	42.7278	1922	1601.05	0.00651694	0.175884	0.198797	-0.379891	0.748562
chr4	129099810	133145799	C4orf33,LINC02466,LINC02465,LINC02479,SNHG27,LINC01256,LOC101927359	-0.0101425	0.411765	2	1	1	35.8521	4357	3951.33	0.00371429	-0.0162635	-0.00297363	-0.542755	0.435419
chr4	133145799	153638713	LOC101927359,PCDH10,PCDH10,PABPC4L,LINC02462,LINC02485,LINC00613,LINC02511,PCDH18,LINC02172,LINC00616,SLC7A11-AS1,SLC7A11-AS1,SLC7A11,LINC00499,LINC00499,LOC105377448,LOC105377448,NOCT,ELF2,ELF2,MGARP,NDUFC1,NAA15,RAB33B-AS1,RAB33B,SETD7,MGST2,MAML3,MAML3,-,SCOC,CLGN,MGAT4D,ELMOD2,UCP1,TBC1D9,RNF150,RNF150,ZNF330,LINC02432,IL15,INPP4B,INPP4B,LOC105377623,USP38,GAB1,GAB1,SMARCA5-AS1,SMARCA5,GUSBP5,FREM3,LOC105377458,GYPE,LOC101927636,GYPB,GYPA,HHIP-AS1,HHIP,ANAPC10,ABCE1,OTUD4,LINC02266,SMAD1,MMAA,C4orf51,ZNF827,LINC01095,LSM6,REELD1,SLC10A7,POU4F2,TTC29,MIR548G,EDNRA,TMEM184C,PRMT9,ARHGAP10,NR3C2,LOC105377480,LINC02355,IQCM,DCLK2,LRBA,RPS3A,SH3D19,FAM160A1,GATB,LINC02273,FBXW7,MIR4453HG,TMEM154,TIGD4,ARFIP1,LOC729870,FHDC1,TRIM2,MND1,TMEM131L	0.0801183	0.413793	2	1	1	37.7129	25430	22675	0.00170442	0.0772381	0.0831063	-0.466292	0.608042
chr4	153638713	155346221	LOC100419170,TLR2,RNF175,SFRP2,DCHS2,PLRG1,FGB,FGA,FGG,LRAT,RBM46,NPY2R,MAP9	-0.0511248	0.4	2	1	1	32.2822	2224	2006.53	0.00518926	-0.0589305	-0.0420532	-0.601277	0.392849
chr4	155346221	157227863	MAP9,GUCY1A1,GUCY1B1,ASIC5,TDO2,CTSO,PDGFC,GLRB,GRIA2	0.106331	0.417289	2	1	1	38.6906	2352	2154.7	0.00506952	0.0972901	0.114247	-0.369955	0.581682
chr4	157227863	157970227	GRIA2,LINC02433	-0.00435861	0.416667	2	1	1	36.3122	855	777.883	0.00845358	-0.0172088	0.0101849	-0.551966	0.422422
chr4	157970227	159378110	GASK1B,FAM198B-AS1,TMEM144,RXFP1,C4orf46,ETFDH,PPID,PPID,FNIP2,FNIP2,C4orf45,RAPGEF2	0.19122	0.416667	2	1	1	41.8246	1801	1588.41	0.00689432	0.178781	0.203494	-0.413083	0.757374
chr4	159378110	163325400	LINC02233,FSTL5,MIR4454,NAF1,NPY1R	-0.0139341	0.410046	2	1	1	35.788	4536	4091.39	0.00369337	-0.0201201	-0.00767799	-0.555414	0.408561
chr4	163325400	163632780	NPY1R,NPY5R,TKTL2,TMA16,MARCHF1	0.103587	0.413793	2	1	1	38.1136	402	367.806	0.0134223	0.0785055	0.13271	-0.396968	0.601755
chr4	163632780	165196468	MARCHF1,SMIM31,APELA,TRIM61,TRIM60,TMEM192	-0.0273138	0.4	2	1	1	35.0556	1938	1710.33	0.00591075	-0.0404626	-0.0192444	-0.604841	0.431861
chr4	165196468	166124952	KLHL2,MSMO1,CPE,LINC01179,LINC01179,TLL1	0.0903693	0.411765	2	1	1	37.6337	1179	1075.42	0.00677466	0.0769557	0.103542	-0.437901	0.496026
chr4	166125657	168255459	SPOCK3,ANXA10,DDX60	-0.00105008	0.411765	2	1	1	36.4189	2428	2202.23	0.00494122	-0.00958089	0.00710472	-0.560297	0.427258
chr4	168255459	169760632	DDX60,DDX60L,DDX60L,PALLD,PALLD,CBR4,CBR4,SH3RF1,NEK1,NEK1,CLCN3,HPF1	0.243847	0.418182	3	2	1	43.0165	1968	1720.93	0.00630767	0.232675	0.255116	-0.345021	0.807015
chr4	169760632	169903042	-	-0.01709	0.384615	2	1	1	32.8925	194	168.223	0.0175116	-0.0478998	0.0193632	-0.485401	0.413279
chr4	169903042	170095506	LINC02275,MFAP3L,AADAT	0.153003	0.407407	2	1	1	38.761	270	235.026	0.0164631	0.115883	0.18761	-0.349782	0.770383
chr4	170095506	173161547	LINC01612,LINC02382,LINC02431,MIR6082,LINC02174,LOC441052,GALNTL6,LOC101930370	-0.0211454	0.409091	2	1	1	34.9982	3678	3336.51	0.00388226	-0.0292557	-0.0132513	-0.527513	0.404923
chr4	173161547	176847283	LOC101930370,GALNT7,HMGB2,SAP30,SCRG1,HAND2,HAND2-AS1,HAND2-AS1,LINC02269,LINC02268,LINC02268,FBXO8,CEP44,MIR4276,HPGD,HPGD,-,GLRA3,LOC101928551,ADAM29,GPM6A,WDR17,SPATA4,ASB5,ASB5,SPCS3,VEGFC	0.0741478	0.416667	2	1	1	37.5378	4577	4132.25	0.00374866	0.0668179	0.0807096	-0.426572	0.564004
chr4	176847283	177227277	LINC02509	-0.012265	0.409091	2	1	1	35.5076	462	412.011	0.01153	-0.0334087	0.00429008	-0.529868	0.441482
chr4	177227277	180725483	NEIL3,AGA,LINC01098	0.0174509	0.410256	2	1	1	35.8968	4133	3755.46	0.00391941	0.010851	0.0242946	-0.507272	0.478956
chr4	180725483	182139006	LINC00290,LINC02500,TEMN3-AS1,TENM3-AS1	-0.0399315	0.4	2	1	1	32.6637	1837	1664.03	0.00561451	-0.0511441	-0.0295117	-0.578026	0.395259
chr4	182139006	182810870	TENM3-AS1,MIR1305,TENM3,TENM3	0.112207	0.413418	2	1	1	38.3275	890	800.425	0.00797452	0.0993318	0.12712	-0.315861	0.579623
chr4	182810870	182885600	-	-0.0610223	0.392857	2	1	1	31.4924	104	91.006	0.0297789	-0.11171	-0.00979559	-0.639557	0.436764
chr4	182885600	182942705	DCTD	0.277681	0.428571	3	2	1	39.1508	79	69.5665	0.0395253	0.20431	0.349202	-0.325428	1.31784
chr4	182942705	183092165	CIBAR1P2	-0.0493842	0.405405	2	1	1	34.3017	208	178.054	0.0178852	-0.0919777	-0.014727	-0.579722	0.329214
