chromosome	start	end	gene	log2	cn	depth	probes	weight	sem	ci_lo	ci_hi	pi_lo	pi_hi
chr2	127432318	127479553	-	-0.118584	2	36.8667	67	58.8102	0.0279842	-0.167601	-0.0670253	-0.587724	0.345027
chr2	127479553	127728417	IWS1,MYO7B,LIMS2,WDR33	0.118106	2	41.6853	349	311.247	0.0150247	0.0891864	0.149568	-0.43736	0.670253
chr2	127728417	134117819	WDR33,POLR2D,AMMECR1L,SAP130,UGGT1,HS6ST1,LOC101927881,LINC01854,LINC02572,PLAC9P1,LINC01856,RAB6C-AS1,RAB6C,FAR2P1,POTEF,MED15P9,CCDC74B,SMPD4,MZT2B,TUBA3E,CCDC115,IMP4,PTPN18,FAR2P2,CYP4F62P,POTEI,CFC1B,PRSS40A,CFC1,POTEJ,CYP4F30P,GPR148,AMER3,ARHGEF4,FAM168B,PLEKHB2,POTEE,LOC440910,RAB6D,LINC01120,NOC2LP2,TUBA3D,MZT2A,SMPD4BP,CCDC74A,POTEKP,LINC01087,C2orf27A,CDRT15P3,LINC01945,ANKRD30BL,ZNF806,FAM201B,GPR39,LYPD1,NCKAP5	-0.0274597	2	36.9748	8486	7280.98	0.00310346	-0.0324059	-0.021932	-0.641909	0.505435
chr2	134117819	134468204	MGAT5,TMEM163	0.0936849	2	37.6947	485	440.281	0.0104642	0.0738331	0.112638	-0.342629	0.570089
chr2	134468204	135051237	TMEM163,ACMSD,CCNT2-AS1,CCNT2,MAP3K19	-0.0371555	2	36.7401	789	689.056	0.00906392	-0.0521648	-0.0248231	-0.594851	0.415784
chr2	135051942	135280362	RAB3GAP1,ZRANB3	0.120216	2	47.8798	295	242.847	0.0140483	0.0933189	0.146649	-0.367061	0.558426
chr2	135280362	135520767	ZRANB3	-0.0991488	2	41.0113	282	232.397	0.01503	-0.124001	-0.0740939	-0.661597	0.329693
chr2	135520767	136258195	ZRANB3,R3HDM1,LOC107985946,UBXN4,LCT,MCM6,DARS1,DARS-AS1,CXCR4	0.0506834	2	41.0015	1014	875.063	0.00741246	0.0339991	0.0634742	-0.423423	0.514455
chr2	136258195	137821882	THSD7B	-0.0344521	2	36.9645	2038	1812.41	0.00554853	-0.042105	-0.0240647	-0.594564	0.385416
chr2	137821882	138787730	LOC101928273,HNMT,LINC01832,SPOPL,NXPH2	0.0296679	2	40.7491	1258	1146.33	0.00591953	0.0217673	0.0396903	-0.434482	0.395204
chr2	138787730	142740657	YY1P2,LRP1B	-0.0328763	2	39.9511	4767	4387.61	0.00319223	-0.0377213	-0.0291433	-0.538396	0.337721
chr2	142740657	144961403	-,KYNU,KYNU,ARHGAP15,LOC101928386,GTDC1,ZEB2,ZEB2-AS1,LINC01412,LINC01412,TEX41	0.0547176	2	41.6537	2852	2619.66	0.00391872	0.0471885	0.061177	-0.387303	0.433373
chr2	144961403	146845864	TEX41,PABPC1P2	-0.0172963	2	40.1357	2299	2124.51	0.00442669	-0.0239049	-0.0102186	-0.486306	0.351589
chr2	146845864	148088776	ACVR2A,ORC4,MBD5	0.025371	2	40.6269	1600	1460.93	0.00529555	0.0155123	0.0340383	-0.442539	0.404541
chr2	148088776	148449736	MBD5	-0.0592209	2	41.8367	388	340.075	0.0119001	-0.0815353	-0.0411916	-0.528878	0.338631
chr2	148450441	152013504	MBD5,EPC2,KIF5C,LYPD6B,LYPD6,MMADHC,MMADHC-DT,LINC01931,LINC01817,RND3,LINC01920,LINC02612,RBM43,NMI,LOC101929319,RIF1,RIF1,NEB,ARL5A,CACNB4	0.0529997	2	40.6596	4709	4194.47	0.00356475	0.0464573	0.0586786	-0.470609	0.49287
chr2	152013504	152319473	CACNB4,STAM2	-0.00630449	2	40.6529	415	353.317	0.011985	-0.0278446	0.0136733	-0.553547	0.414215
chr2	152319473	152731897	FMNL2,PRPF40A,ARL6IP6	0.139851	2	44.7114	569	513.961	0.00880213	0.124482	0.15337	-0.325082	0.543501
chr2	152732602	156309060	ARL6IP6,RPRM,GALNT13,LOC100144595,KCNJ3,LINC01876	-0.0212377	2	40.9445	4232	3841.74	0.00347969	-0.0264455	-0.0148292	-0.543648	0.36561
chr2	156309060	156446535	NR4A2,FLJ46875,GPD2	0.169103	2	45.9264	172	153.235	0.0192988	0.128865	0.206313	-0.337613	0.741446
chr2	156446535	157771227	GPD2,GALNT5,ERMN,FAM133DP,CYTIP,ACVR1C,ACVR1	0.00331771	2	40.8506	1662	1515.09	0.00554763	-0.00615584	0.0138327	-0.522812	0.391209
chr2	157771227	157883322	ACVR1	0.14802	2	43.2868	155	139.781	0.0168378	0.114141	0.178797	-0.237256	0.537313
chr2	157883322	158488211	UPP2,CCDC148-AS1,CCDC148,PKP4	-0.0270797	2	38.2201	776	686.24	0.00886035	-0.040175	-0.00963525	-0.586182	0.387722
chr2	158488211	216430635	PKP4,PKP4-AS1,DAPL1,TANC1,WDSUB1,BAZ2B,LOC643072,MARCHF7,LY75-CD302,PLA2R1,ITGB6,LINC02478,RBMS1,TANK,LOC101929512,PSMD14,TBR1,AHCTF1P1,SLC4A10,DPP4,DPP4-DT,LOC101929532,FAP,IFIH1,GCA,KCNH7,FIGN,GRB14,COBLL1,LOC101929633,SLC38A11,SCN3A,SCN2A,CSRNP3,GALNT3,LOC100506124,TTC21B,LOC102724058,SCN1A,SCN1A-AS1,SCN9A,SCN7A,XIRP2,B3GALT1,B3GALT1-AS1,STK39,CERS6,CERS6-AS1,NOSTRIN,SPC25,G6PC2,ABCB11,DHRS9,LRP2,BBS5,KLHL41,FASTKD1,PPIG,CCDC173,PHOSPHO2-KLHL23,SSB,METTL5,UBR3,MYO3B,LOC101926913,ERICH2,GAD1,GORASP2,TLK1,METTL8,DCAF17,CYBRD1,DYNC1I2,SLC25A12,HAT1,METAP1D,DLX1,DLX2,DLX2-DT,ITGA6,PDK1,RAPGEF4-AS1,RAPGEF4,MAP3K20,MAP3K20-AS1,CDCA7,SP3,LINC01960,OLA1,LINC01305,SP9,CIR1,SCRN3,GPR155,RNU6-1,WIPF1,H3P6,CHRNA1,CHN1,ATF2,ATP5MC3,LNPK,EVX2,HOXD13,HOXD12,HOXD11,HOXD10,HOXD9,HOXD8,HOXD-AS2,LOC401021,MIR10B,HOXD4,HOXD3,HAGLR,HOXD1,MTX2,MIR1246,LINC01116,LINC01117,LOC105373759,HNRNPA3,NFE2L2,LOC100130691,AGPS,TTC30B,TTC30A,PDE11A,RBM45,OSBPL6,CHROMR,PRKRA,PJVK,FKBP7,PLEKHA3,TTN-AS1,TTN,CCDC141,SESTD1,ZNF385B,CWC22,SCHLAP1,UBE2E3,LINC01934,ITGA4,CERKL,NEUROD1,ITPRID2,PPP1R1C,PDE1A,DNAJC10,FRZB,NCKAP1,DUSP19,NUP35,MIR548AE1,ZNF804A,LOC105373782,FSIP2-AS2,FSIP2,LINC01473,ZC3H15,ITGAV,FAM171B,ZSWIM2,CALCRL,TFPI,LINC01090,GULP1,DIRC1,COL3A1,COL5A2,WDR75,SLC40A1,ASNSD1,ANKAR,OSGEPL1,ORMDL1,PMS1,MSTN,C2orf88,HIBCH,INPP1,MFSD6,NEMP2,NAB1,GLS,STAT1,LOC105373805,STAT4,MYO1B,NABP1,NABP1-OT1,LOC729254,CAVIN2,TMEFF2,PCGEM1,LINC01821,LINC01790,SLC39A10,DNAH7,STK17B,HECW2,CCDC150,GTF3C3,C2orf66,PGAP1,ANKRD44,SF3B1,COQ10B,HSPD1,HSPE1-MOB4,RFTN2,MARS2,BOLL,PLCL1,LINC01923,SATB2,SATB2-AS1,LINC01877,FTCDNL1,C2orf69,TYW5,MAIP1,SPATS2L,KCTD18,SGO2,AOX1,AOX3P-AOX2P,BZW1-AS1,BZW1,CLK1,PPIL3,NIF3L1,ORC2,FAM126B,NDUFB3,CFLAR,CASP10,CASP8,FLACC1,TRAK2,STRADB,C2CD6,TMEM237,MPP4,ALS2,CDK15,FZD7,KIAA2012,SUMO1,NOP58,BMPR2,FAM117B,ICA1L,WDR12,CARF,NBEAL1,CYP20A1,ABI2,RAPH1,CD28,CTLA4,ICOS,PARD3B,NRP2,INO80D,NDUFS1,EEF1B2,GPR1,GPR1-AS,ZDBF2,ADAM23,FAM237A,DYTN,MDH1B,FASTKD2,CPO,KLF7,MYOSLID-AS1,LINC01802,CREB1,METTL21A,LINC01857,CCNYL1,FZD5,PLEKHM3,LOC100507443,CRYGA,C2orf80,IDH1,IDH1-AS1,PIKFYVE,PTH2R,LOC101927960,MAP2,UNC80,RPE,KANSL1L,ACADL,MYL1,LANCL1-AS1,LANCL1,CPS1,ERBB4,LINC01878,MIR4776-1,IKZF2,LINC01953,SPAG16-DT,SPAG16,VWC2L,BARD1,SNHG31,ABCA12,ATIC,FN1,LOC102724849,LINC00607,MREG,PECR,TMEM169,XRCC5,LINC01963,MARCHF4,SMARCAL1	0.0495745	2	42.3809	73209	65241	0.000895825	0.0481826	0.0510004	-0.478757	0.486512
chr2	216430635	217025654	SMARCAL1,RPL37A,LINC01280,IGFBP2,IGFBP5,TNP1,LOC105373876,LINC01921	-0.0443996	2	33.4255	826	699.338	0.0100276	-0.0634124	-0.0291267	-0.630464	0.543133
chr2	217025654	218075397	DIRC3-AS1,DIRC3,TNS1,TNS1-AS1,RUFY4	0.0472826	2	36.2655	1439	1251.8	0.00666288	0.0365801	0.0599868	-0.466201	0.504496
chr2	218075397	218179031	RUFY4,CXCR2,CXCR1	-0.220235	2	30.7967	142	121.21	0.0226775	-0.26008	-0.187062	-0.759244	0.317067
chr2	218179031	218248826	ARPC2	-0.0017172	2	39.4392	97	80.6747	0.0280418	-0.0623023	0.0531824	-0.52019	0.453739
chr2	218248826	218408156	ARPC2,GPBAR1,AAMP,PNKD,CATIP-AS2,CATIP,SLC11A1,CTDSP1	0.216018	3	47.2545	203	151.037	0.0199481	0.180489	0.254991	-0.33761	0.72685
chr2	218408156	219054640	VIL1,USP37,CNOT9,PLCD4,ZNF142,BCS1L,RNF25,STK36,TTLL4,TTLL4,CYP27A1,PRKAG3,WNT6,WNT10A,LINC01494,CDK5R2,LINC00608,FEV,CRYBA2,MIR375,LOC100129175,CFAP65,IHH	-0.098086	2	35.6087	892	732.496	0.00968617	-0.121736	-0.080308	-0.70055	0.455846
chr2	219054640	219309144	IHH,NHEJ1,SLC23A3,CNPPD1,RETREG2,ZFAND2B,ABCB6,ATG9A,ANKZF1,GLB1L,STK16,TUBA4A,TUBA4B,DNAJB2,PTPRN	0.0544262	2	38.0052	356	295.983	0.0157674	0.0269379	0.0903923	-0.544977	0.57404
chr2	219309144	219381054	PTPRN,RESP18,DNPEP	-0.198852	2	33.5647	102	84.8383	0.0257476	-0.242767	-0.157376	-0.704834	0.287789
chr2	219381054	219773033	DNPEP,DES,SPEG,SPEGNB,GMPPA,ASIC4,CHPF,TMEM198,OBSL1,INHA,STK11IP,SLC4A3	0.0788483	2	37.6935	536	454.454	0.0121691	0.0542419	0.10456	-0.498025	0.634266
chr2	219773033	222545793	LINC01803,MIR4268,EPHA4,PAX3,CCDC140,CT75,SGPP2	-0.0299056	2	36.717	3742	3362.69	0.00382079	-0.0368652	-0.0227115	-0.524723	0.394758
chr2	222545793	229622569	SGPP2,FARSB,MOGAT1,ACSL3,KCNE4,SCG2,AP1S3,WDFY1,MRPL44,SERPINE2,FAM124B,CUL3,DOCK10,NYAP2,LOC646736,MIR5702,IRS1,RHBDD1,COL4A4,COL4A3,MFF-DT,MFF,TM4SF20,AGFG1,C2orf83,SLC19A3,CCL20,DAW1,SPHKAP,LINC01807,PID1,DNER	0.0227463	2	40.0385	9333	8300.69	0.00260992	0.0180978	0.0276587	-0.525723	0.473853
chr2	229622569	229752288	DNER	-0.108456	2	34.1228	180	161.338	0.0191044	-0.13853	-0.073008	-0.629285	0.318565
chr2	229752288	229961673	TRIP12,FBXO36	0.0229464	2	42.8443	291	253.05	0.0128419	-0.00216289	0.0510212	-0.401475	0.410498
chr2	229961673	230154138	FBXO36,SLC16A14	-0.129433	2	36.5864	257	212.729	0.0177611	-0.161816	-0.0843816	-0.696245	0.410975
chr2	230154138	230484782	SP110,SP140,SP140L,SP100	0.023979	2	38.93	441	386.923	0.0116322	0.00445292	0.0441774	-0.503651	0.51264
chr2	230484782	230647637	SP100	-0.151588	2	35.5851	208	169.251	0.0206047	-0.177067	-0.109017	-0.704645	0.371829
chr2	230647637	231719234	LINC01907,CAB39,ITM2C,GCSIR,GPR55,SPATA3-AS1,SPATA3,C2orf72,PSMD1,ARMC9,B3GNT7,NCL,LINC00471,NMUR1,TEX44,TEX44,PTMA	0.0592738	2	40.8107	1443	1190.08	0.00773598	0.0440413	0.0761072	-0.527824	0.649402
chr2	231719234	232191583	PDE6D,COPS7B,MIR1471,NPPC,DIS3L2	-0.0961505	2	36.4765	638	536.832	0.0109884	-0.118133	-0.0744191	-0.689978	0.426212
chr2	232191583	232847937	DIS3L2,ALPP,ECEL1P2,ALPG,ALPI,ECEL1,PRSS56,CHRND,CHRNG,TIGD1,EIF4E2,EFHD1,GIGYF2	0.0203506	2	38.7699	897	758.742	0.00899316	0.0069882	0.033406	-0.558112	0.559725
chr2	232847937	233342141	GIGYF2,SNORC,NGEF,LOC101928881,NEU2,INPP5D,ATG16L1,SAG	-0.0845915	2	34.4287	691	588.647	0.0123675	-0.101939	-0.0606677	-0.746115	0.544119
chr2	233342141	233493011	SAG,DGKD,USP40	0.176681	2	42.7714	212	190.01	0.0179445	0.150656	0.202237	-0.313859	0.670639
chr2	233493011	234395409	USP40,UGT1A8,MROH2A,HJURP,MSL3P1,TRPM8,SPP2	-0.0617732	2	35.0634	1220	1038.59	0.00788519	-0.0755717	-0.0501277	-0.694676	0.43966
chr2	234395409	234501159	LINC01891,ARL4C	0.193443	2	43.5478	148	124.307	0.0224572	0.152687	0.235256	-0.379127	0.709415
chr2	234501159	234814178	LINC01173	-0.0877223	2	33.4872	424	364.905	0.0132926	-0.111938	-0.0613266	-0.654281	0.465811
chr2	234814178	235057403	SH3BP4	0.110137	2	39.4217	333	292.517	0.0156762	0.0804947	0.140513	-0.503514	0.632915
chr2	235058108	235485337	-	-0.0204434	2	35.7367	594	512.655	0.0118736	-0.0437192	0.000893174	-0.570607	0.553918
chr2	235485337	235939356	AGAP1	0.093368	2	37.0475	633	544.813	0.0121783	0.0649596	0.11533	-0.513996	0.70664
chr2	235939356	236548475	AGAP1,GBX2,ASB18,IQCA1	-0.0849543	2	33.2152	823	695.837	0.0104464	-0.104094	-0.0685212	-0.704262	0.510256
chr2	236548475	237782222	ACKR3,LOC93463,COPS8,COL6A3,MLPH,PRLH,RAB17,LRRFIP1,LRRFIP1	0.076257	2	36.7474	1720	1481.55	0.00705277	0.0621469	0.0887236	-0.527083	0.658189
chr2	237782222	238230601	RBM44,RAMP1,UBE2F-SCLY,ESPNL,KLHL30,ERFE,ILKAP,LINC02610	-0.0636656	2	35.826	608	526.745	0.0124543	-0.0834205	-0.0440031	-0.65961	0.591366
chr2	238230601	238291231	LINC02610,TARDBPP3,HES6,PER2	0.2458	3	41.9881	81	69.2199	0.0277332	0.192509	0.303059	-0.219715	0.677821
chr2	238291231	239121720	TRAF3IP1,ASB1,LINC01107,LOC100287387,TWIST2,LINC01940,HDAC4	-0.0518935	2	33.6797	1141	956.338	0.0089945	-0.0681242	-0.0377745	-0.634527	0.553971
chr2	239121720	239407949	HDAC4,HDAC4-AS1	0.108147	2	37.5499	397	350.16	0.0151294	0.0807657	0.136131	-0.416699	0.795616
chr2	239407949	242181414	LOC150935,NDUFA10,OR6B2,OR6B3,COPS9,OTOS,GPC1,ANKMY1,DUSP28,RNPEPL1,CAPN10-DT,CAPN10,GPR35,AQP12B,LOC285191,AQP12A,KIF1A,AGXT,MAB21L4,CROCC2,SNED1,MTERF4,PASK,PPP1R7,ANO7,HDLBP,SEPTIN2,FARP2,STK25,BOK-AS1,BOK,THAP4,ATG4B,DTYMK,ING5,D2HGDH,GAL3ST2,NEU4,PDCD1,RTP5,LINC01237,LINC01880,LINC01881	-0.0533268	2	34.0376	3767	3127.52	0.00514578	-0.0631096	-0.0462739	-0.682336	0.588753
chr3	12115	4273140	LINC01986,CHL1-AS2,CHL1,LINC01266,CNTN6,CNTN4,CNTN4-AS1,IL5RA,TRNT1,CRBN,LOC100130207,LRRN1	-0.0019241	2	38.7508	5539	5009.85	0.00323264	-0.00713106	0.00345084	-0.577824	0.401554
chr3	4273140	5095171	SETMAR,SUMF1,ITPR1-DT,ITPR1,BHLHE40-AS1,BHLHE40	0.182524	2	43.3749	1131	1003.44	0.00762446	0.167566	0.19417	-0.34488	0.665163
chr3	5095171	5121961	-	-0.15019	2	37.7637	35	27.2322	0.0351759	-0.220333	-0.0842979	-0.528596	0.230077
chr3	5122666	6175232	ARL8B,EDEM1,MIR4790	0.0581218	2	40.5905	1404	1251.38	0.00656941	0.0493332	0.0691734	-0.514701	0.478316
chr3	6175232	8420660	-,GRM7-AS3,GRM7,LOC101927394,LMCD1-AS1	-0.0214333	2	37.7291	2933	2635.91	0.00429355	-0.0289146	-0.0149646	-0.571746	0.365504
chr3	8420660	9038945	LMCD1-AS1,LMCD1,SSUH2,CAV3,OXTR,RAD18,SRGAP3	0.129276	2	38.0212	843	731.789	0.0088268	0.11333	0.145923	-0.421386	0.607994
chr3	9038945	9301206	SRGAP3,SRGAP3-AS4	-0.0434633	2	32.8043	365	314.914	0.014539	-0.0710593	-0.0166905	-0.626891	0.468981
chr3	9301206	9482391	THUMPD3,THUMPD3-AS1,SETD5	0.0890521	2	43.3006	246	215.711	0.0147208	0.0593176	0.118241	-0.322342	0.512764
chr3	9482391	9629736	LHFPL4	-0.19682	2	34.3739	208	171.239	0.0181717	-0.229604	-0.170902	-0.668343	0.371293
chr3	9629736	10363642	MTMR14,CPNE9,BRPF1,OGG1,CAMK1,TADA3,ARPC4-TTLL3,RPUSD3,CIDEC,JAGN1,IL17RE,IL17RC,CRELD1,PRRT3,PRRT3-AS1,EMC3,CIDECP1,FANCD2,FANCD2OS,BRK1,VHL,IRAK2,TATDN2,GHRLOS,SEC13,ATP2B2	0.0256524	2	38.7202	1022	824.704	0.00884618	0.00876116	0.0443281	-0.552342	0.519668
chr3	10363642	11209643	ATP2B2,ATP2B2-IT2,LINC00606,SLC6A11,SLC6A1,HRH1	-0.0632084	2	30.9274	1175	919.569	0.00818127	-0.0804419	-0.0471069	-0.675986	0.431883
chr3	11209643	11722178	HRH1,ATG7,ATG7,VGLL4	0.0919507	2	40.9698	705	611.077	0.0107468	0.0730155	0.114935	-0.482228	0.619285
chr3	11722178	12124029	TAMM41,SYN2	-0.0629864	2	36.4541	539	455.022	0.0119047	-0.0848096	-0.0435481	-0.674397	0.533944
chr3	12124029	12519534	SYN2,PPARG,TSEN2	0.124976	2	43.0039	542	472.783	0.0096775	0.106597	0.139664	-0.321019	0.575665
chr3	12519534	12864280	TSEN2,MKRN2OS,MKRN2,RAF1,TMEM40,CAND2,RPL32	-0.00509328	2	39.2331	472	373.816	0.0125768	-0.0256052	0.0166657	-0.563236	0.529948
chr3	12864280	13106095	LINC02022,IQSEC1	0.144562	2	38.3539	338	290.034	0.0153026	0.115567	0.170792	-0.39565	0.719426
chr3	13106095	13491731	IQSEC1,NUP210,HDAC11-AS1,HDAC11	-0.0779814	2	32.5549	536	430.436	0.013349	-0.10342	-0.0552782	-0.653437	0.526516
chr3	13491731	13596071	HDAC11,FBLN2	0.155476	2	41.4248	147	132.691	0.0208133	0.119251	0.187798	-0.336166	0.647011
chr3	13596071	13780076	FBLN2,LINC00620	-0.109751	2	31.9688	249	205.704	0.0187558	-0.147745	-0.075057	-0.781502	0.457171
chr3	13780076	13979591	WNT7A,FGD5P1,TPRXL	0.0258626	2	37.2989	271	225.937	0.0168158	-0.00569877	0.0580304	-0.566145	0.559959
chr3	13979591	14112836	TPRXL,CHCHD4	-0.153639	2	36.7757	162	138.24	0.0200019	-0.190551	-0.11956	-0.692473	0.345242
chr3	14112836	28353148	CHCHD4,TMEM43,XPC,LSM3,LINC01267,SLC6A6,GRIP2,CCDC174,C3orf20,LINC02011,FGD5,FGD5-AS1,NR2C2,MRPS25,RBSN,COL6A4P1,CAPN7,CAPN7,SH3BP5-AS1,SH3BP5,SH3BP5,METTL6,EAF1,COLQ,HACL1,BTD,ANKRD28,MIR563,GALNT15,DPH3,OXNAD1,RFTN1,LINC00690,DAZL,PLCL2,PLCL2,TBC1D5,LOC105376975,LOC339862,SATB1,SATB1-AS1,KCNH8,EFHB,RAB5A,PP2D1,KAT2B,SGO1,LOC101927829,VENTXP7,ZNF385D,ZNF385D-AS2,UBE2E2-AS1,UBE2E2,UBE2E1-AS1,UBE2E1,NKIRAS1,NR1D2,LINC00691,THRB,THRB-AS1,RARB,RARB,TOP2B,NGLY1,OXSM,LINC00692,LRRC3B,NEK10,SLC4A7,EOMES,LINC01980,CMC1,AZI2,ZCWPW2	0.0494646	2	41.0172	18495	16492.9	0.00181402	0.0460296	0.052619	-0.499494	0.503658
chr3	28353148	29134289	ZCWPW2,LINC00693	-0.00651914	2	40.3067	986	891.668	0.00736107	-0.0205329	0.0023284	-0.514744	0.380974
chr3	29134289	32623338	RBMS3-AS3,RBMS3,LINC01985,TGFBR2,GADL1,GADL1,MIR466,STT3B,OSBPL10,ZNF860,GPD1L,CMTM8,CMTM7,CMTM6,MIR548AY,DYNC1LI1	0.112189	2	43.7136	4669	4212.35	0.00324151	0.105707	0.118219	-0.375488	0.516709
chr3	32623338	32814394	CNOT10	-0.0558434	2	41.2313	262	207.54	0.0190354	-0.0913886	-0.0250192	-0.625632	0.485347
chr3	32814394	32901814	TRIM71	0.175258	2	43.4434	122	104.961	0.0224069	0.135899	0.210974	-0.327283	0.644363
chr3	32901814	36729263	CCR4,GLB1,CRTAP,SUSD5,FBXL2,UBP1,CLASP2,PDCD6IP,LOC101928135,ARPP21,STAC,DCLK3	-0.00629094	2	39.7535	4885	4317.84	0.00344323	-0.0117544	-0.0006744	-0.54874	0.410843
chr3	36729263	37393374	DCLK3,LINC02033,TRANK1,EPM2AIP1,MLH1,LRRFIP2,LOC152048,GOLGA4,C3orf35	0.0562126	2	41.9279	904	773.924	0.00804754	0.039722	0.0712201	-0.424981	0.495356
chr3	37393374	37433559	C3orf35	-0.201271	2	34.5864	52	42.8412	0.0417729	-0.265398	-0.139184	-0.929256	0.307948
chr3	37433559	38060305	C3orf35,ITGA9,ITGA9-AS1,ITGA9-AS1,CTDSPL,VILL,PLCD1,DLEC1	0.104611	2	37.9732	863	737.763	0.00901232	0.0855866	0.117689	-0.445228	0.579106
chr3	38060305	38097670	DLEC1	-0.0671098	2	35.7839	50	43.5358	0.0370975	-0.136412	0.00390246	-0.509629	0.377185
chr3	38097670	38177335	DLEC1,ACAA1,MYD88,OXSR1	0.210658	3	43.9857	105	90.252	0.0243728	0.167619	0.261542	-0.279054	0.698223
chr3	38177335	39093836	OXSR1,SLC22A13,SLC22A14,XYLB,ACVR2B-AS1,ACVR2B,EXOG,SCN5A,SCN10A,SCN11A,WDR48	-0.000249171	2	36.5409	1233	1055.86	0.00739008	-0.0169984	0.0145857	-0.587604	0.473248
chr3	39093836	39191831	WDR48,GORASP1,TTC21A,CSRNP1,XIRP1	0.308126	3	46.5352	134	113.93	0.0214937	0.266661	0.355441	-0.162708	0.739697
chr3	39191831	40931068	XIRP1,CX3CR1,CCR8,SLC25A38,RPSA,MOBP,MYRIP,EIF1B-AS1,EIF1B,ENTPD3,ENTPD3-AS1,RPL14,ZNF619,ZNF620,ZNF621	-0.00657458	2	37.3788	2294	1969.51	0.00561117	-0.0158259	0.0025582	-0.601574	0.495224
chr3	40931068	41340674	CTNNB1,ULK4	0.114299	2	40.5125	547	481.201	0.0100161	0.0989687	0.1283	-0.434526	0.523631
chr3	41340674	41954729	ULK4	-0.0586126	2	39.1166	781	670.492	0.00945071	-0.072269	-0.0461844	-0.693115	0.345693
chr3	41954729	43787732	ULK4,TRAK1,TRAK1,CCK,LYZL4,VIPR1,SEC22C,NKTR,LOC101928323,ZBTB47,KLHL40,HHATL,HHATL-AS1,CCDC13,HIGD1A,ACKR2,CYP8B1,ZNF662,KRBOX1-AS1,KRBOX1,GASK1A,POMGNT2,SNRK,SNRK-AS1,ANO10,ABHD5	0.043514	2	38.879	2488	2110.13	0.00555964	0.0299311	0.0533546	-0.54139	0.551599
chr3	43787732	44010512	-	-0.0818689	2	33.6148	291	238.523	0.0177019	-0.115446	-0.0489917	-0.651197	0.470183
chr3	44010512	44068322	-	0.160477	2	38.6713	82	75.5113	0.0292927	0.114168	0.216362	-0.266292	0.673794
chr3	44068322	44910093	MIR138-1,TOPAZ1,TCAIM,C3orf86,ZNF445,ZNF852,ZKSCAN7,ZKSCAN7-AS1,ZNF502,ZNF501,KIAA1143,KIF15,TMEM42,TGM4	-0.0499563	2	36.6265	1161	998.291	0.00771824	-0.0608162	-0.0355944	-0.56407	0.46651
chr3	44910798	45235098	TGM4,ZDHHC3,EXOSC7,CLEC3B,CDCP1,TMEM158	0.0844924	2	37.1621	458	389.31	0.0130975	0.0566572	0.1087	-0.514911	0.588297
chr3	45235098	45461404	LARS2	-0.0901934	2	34.1436	315	265.677	0.0148344	-0.116311	-0.0590434	-0.601058	0.430065
chr3	45461404	46241840	LARS2,LIMD1,LIMD1-AS1,SACM1L,SLC6A20,LZTFL1,FYCO1,XCR1,CCR1	0.0852655	2	39.2579	1079	926.049	0.00808544	0.072272	0.101027	-0.499041	0.57504
chr3	46241840	46256645	CCR3	-0.335357	1	32.4339	21	17.9509	0.0476014	-0.411797	-0.250628	-0.760744	-0.0290361
chr3	46256645	46474490	CCR3,CCR2,CCR5AS,CCRL2,LINC02009,LTF	0.0549883	2	37.7179	302	265.634	0.0153389	0.0299392	0.0823703	-0.462195	0.524487
chr3	46474490	46856600	LTF,RTP3,LRRC2,TDGF1,FAM240A,ALS2CL,TMIE,PRSS50,PRSS46P,PRSS45P,PRSS43P,PRSS43P,PRSS44P,PRSS42P	-0.140559	2	33.017	507	420.645	0.0169284	-0.168382	-0.112031	-1.15888	0.495631
chr3	46856600	47021570	MYL3,PTH1R,CCDC12,NBEAL2,NRADDP,SETD2	0.0494022	2	35.5316	226	191.888	0.0173316	0.00987129	0.0829056	-0.449994	0.51389
chr3	47021570	48296212	SETD2,KIF9-AS1,KIF9,KIF9,KLHL18,PTPN23,SCAP,ELP6,CSPG5,SMARCC1,DHX30,MAP4,MAP4,CDC25A,MIR4443,CAMP,ZNF589,FCF1P2,NME6	-0.110766	2	37.3957	1747	1401.6	0.0071165	-0.124071	-0.0941542	-0.718089	0.445578
chr3	48296212	48664927	NME6,SPINK8,FBXW12,PLXNB1,CCDC51,TMA7,ATRIP,SHISA5,PFKFB4,UCN2,COL7A1,UQCRC1,TMEM89,SLC26A6,CELSR3,LINC02585	0.0376641	2	39.3602	506	413.241	0.012888	0.0120967	0.0622703	-0.52225	0.519848
chr3	48664927	48677617	LINC02585,NCKIPSD	-0.287168	1	31.5392	18	15.4499	0.0590089	-0.38097	-0.182633	-0.590201	0.259513
chr3	48677617	48695947	NCKIPSD,IP6K2	0.145312	2	37.7055	25	21.3637	0.0573697	0.0533618	0.234498	-0.382306	0.773589
chr3	48695947	48927188	IP6K2,PRKAR2A,PRKAR2A-AS1,SLC25A20,ARIH2OS,ARIH2	-0.239126	2	35.152	315	236.316	0.0159452	-0.264201	-0.209979	-0.793885	0.261783
chr3	48927188	49178873	ARIH2,P4HTM,WDR6,DALRD3,NDUFAF3,IMPDH2,QRICH1,QARS1,USP19,LAMB2,LAMB2P1,CCDC71,KLHDC8B,C3orf84	-0.0134411	2	38.7883	347	269.386	0.0184887	-0.0445099	0.0240945	-0.705072	0.558135
